Name,Profession,Month,Net Worth,Net Worth Label
andre,"Carpenter, Electrician, Plumber",140,38972.542278315734,"$38,972.54"
andre,"Carpenter, Electrician, Plumber",141,39605.140191169136,"$39,605.14"
andre,"Carpenter, Electrician, Plumber",142,40240.0944559238,"$40,240.09"
andre,"Carpenter, Electrician, Plumber",143,40877.41402648655,"$40,877.41"
andre,"Carpenter, Electrician, Plumber",144,41517.10789363534,"$41,517.11"
andre,"Carpenter, Electrician, Plumber",145,42159.185083140874,"$42,159.19"
andre,"Carpenter, Electrician, Plumber",146,42803.65465488888,"$42,803.65"
andre,"Carpenter, Electrician, Plumber",147,43450.525703002735,"$43,450.53"
andre,"Carpenter, Electrician, Plumber",148,44099.807356966725,"$44,099.81"
andre,"Carpenter, Electrician, Plumber",149,44751.508784749676,"$44,751.51"
andre,"Carpenter, Electrician, Plumber",150,45405.63918392919,"$45,405.64"
andre,"Carpenter, Electrician, Plumber",151,46062.20779381634,"$46,062.21"
andre,"Carpenter, Electrician, Plumber",152,46721.223884580875,"$46,721.22"
andre,"Carpenter, Electrician, Plumber",153,47382.69676437694,"$47,382.70"
andre,"Carpenter, Electrician, Plumber",154,48046.63577746933,"$48,046.64"
andre,"Carpenter, Electrician, Plumber",155,48713.05030436023,"$48,713.05"
andre,"Carpenter, Electrician, Plumber",156,49381.94975991645,"$49,381.95"
andre,"Carpenter, Electrician, Plumber",157,50053.34359849726,"$50,053.34"
andre,"Carpenter, Electrician, Plumber",158,50727.24130808267,"$50,727.24"
andre,"Carpenter, Electrician, Plumber",159,51403.65241540222,"$51,403.65"
andre,"Carpenter, Electrician, Plumber",160,52082.58648306441,"$52,082.59"
andre,"Carpenter, Electrician, Plumber",161,52764.05311068652,"$52,764.05"
andre,"Carpenter, Electrician, Plumber",162,53448.061936025006,"$53,448.06"
andre,"Carpenter, Electrician, Plumber",163,54134.62263210651,"$54,134.62"
andre,"Carpenter, Electrician, Plumber",164,54823.74491035927,"$54,823.74"
andre,"Carpenter, Electrician, Plumber",165,55515.43852174514,"$55,515.44"
andre,"Carpenter, Electrician, Plumber",166,56209.71325089216,"$56,209.71"
andre,"Carpenter, Electrician, Plumber",167,56906.57892422759,"$56,906.58"
andre,"Carpenter, Electrician, Plumber",168,57606.045404111625,"$57,606.05"
andre,"Carpenter, Electrician, Plumber",169,58308.12259097148,"$58,308.12"
andre,"Carpenter, Electrician, Plumber",170,59012.82042443615,"$59,012.82"
andre,"Carpenter, Electrician, Plumber",171,59720.14888247168,"$59,720.15"
andre,"Carpenter, Electrician, Plumber",172,60430.11798151698,"$60,430.12"
andre,"Carpenter, Electrician, Plumber",173,61142.73777562019,"$61,142.74"
andre,"Carpenter, Electrician, Plumber",174,61858.0183595756,"$61,858.02"
andre,"Carpenter, Electrician, Plumber",175,62575.96986706118,"$62,575.97"
andre,"Carpenter, Electrician, Plumber",176,63296.60246847658,"$63,296.60"
andre,"Carpenter, Electrician, Plumber",177,64019.92637708174,"$64,019.93"
andre,"Carpenter, Electrician, Plumber",178,64745.95184353611,"$64,745.95"
andre,"Carpenter, Electrician, Plumber",179,65474.68915873832,"$65,474.69"
andre,"Carpenter, Electrician, Plumber",180,66206.14865346656,"$66,206.15"
andre,"Carpenter, Electrician, Plumber",181,66725.88069831941,"$66,725.88"
andre,"Carpenter, Electrician, Plumber",182,67247.73019585731,"$67,247.73"
andre,"Carpenter, Electrician, Plumber",183,67771.70577284462,"$67,771.71"
andre,"Carpenter, Electrician, Plumber",184,68297.81609119219,"$68,297.82"
andre,"Carpenter, Electrician, Plumber",185,68826.06984810055,"$68,826.07"
andre,"Carpenter, Electrician, Plumber",186,69356.47577620375,"$69,356.48"
andre,"Carpenter, Electrician, Plumber",187,69889.0426437136,"$69,889.04"
andre,"Carpenter, Electrician, Plumber",188,70423.77925456477,"$70,423.78"
andre,"Carpenter, Electrician, Plumber",189,70960.69444856019,"$70,960.69"
andre,"Carpenter, Electrician, Plumber",190,71499.79710151727,"$71,499.80"
andre,"Carpenter, Electrician, Plumber",191,72041.0961254146,"$72,041.10"
andre,"Carpenter, Electrician, Plumber",192,72584.60046853924,"$72,584.60"
andre,"Carpenter, Electrician, Plumber",193,73130.31911563473,"$73,130.32"
andre,"Carpenter, Electrician, Plumber",194,73678.26108804953,"$73,678.26"
andre,"Carpenter, Electrician, Plumber",195,74228.4354438862,"$74,228.44"
andre,"Carpenter, Electrician, Plumber",196,74780.85127815115,"$74,780.85"
andre,"Carpenter, Electrician, Plumber",197,75335.51772290494,"$75,335.52"
andre,"Carpenter, Electrician, Plumber",198,75892.4439474133,"$75,892.44"
andre,"Carpenter, Electrician, Plumber",199,76451.63915829865,"$76,451.64"
andre,"Carpenter, Electrician, Plumber",200,77013.11259969238,"$77,013.11"
andre,"Carpenter, Electrician, Plumber",201,77576.87355338757,"$77,576.87"
andre,"Carpenter, Electrician, Plumber",202,78142.93133899251,"$78,142.93"
andre,"Carpenter, Electrician, Plumber",203,78711.2953140847,"$78,711.30"
andre,"Carpenter, Electrician, Plumber",204,79281.97487436558,"$79,281.97"
andre,"Carpenter, Electrician, Plumber",205,79854.97945381585,"$79,854.98"
andre,"Carpenter, Electrician, Plumber",206,80430.31852485139,"$80,430.32"
andre,"Carpenter, Electrician, Plumber",207,81008.0015984799,"$81,008.00"
andre,"Carpenter, Electrician, Plumber",208,81588.03822445808,"$81,588.04"
andre,"Carpenter, Electrician, Plumber",209,82170.43799144957,"$82,170.44"
andre,"Carpenter, Electrician, Plumber",210,82755.21052718333,"$82,755.21"
andre,"Carpenter, Electrician, Plumber",211,83342.36549861295,"$83,342.37"
andre,"Carpenter, Electrician, Plumber",212,83931.91261207637,"$83,931.91"
andre,"Carpenter, Electrician, Plumber",213,84523.86161345632,"$84,523.86"
andre,"Carpenter, Electrician, Plumber",214,85118.22228834151,"$85,118.22"
andre,"Carpenter, Electrician, Plumber",215,85715.00446218831,"$85,715.00"
andre,"Carpenter, Electrician, Plumber",216,86314.21800048323,"$86,314.22"
andre,"Carpenter, Electrician, Plumber",217,86915.87280890602,"$86,915.87"
andre,"Carpenter, Electrician, Plumber",218,87519.97883349334,"$87,519.98"
andre,"Carpenter, Electrician, Plumber",219,88126.54606080327,"$88,126.55"
andre,"Carpenter, Electrician, Plumber",220,88735.58451808037,"$88,735.58"
andre,"Carpenter, Electrician, Plumber",221,89347.10427342143,"$89,347.10"
andre,"Carpenter, Electrician, Plumber",222,89961.11543594189,"$89,961.12"
andre,"Carpenter, Electrician, Plumber",223,90577.62815594299,"$90,577.63"
andre,"Carpenter, Electrician, Plumber",224,91196.65262507957,"$91,196.65"
andre,"Carpenter, Electrician, Plumber",225,91818.19907652853,"$91,818.20"
andre,"Carpenter, Electrician, Plumber",226,92442.27778515797,"$92,442.28"
andre,"Carpenter, Electrician, Plumber",227,93068.89906769712,"$93,068.90"
andre,"Carpenter, Electrician, Plumber",228,93698.07328290679,"$93,698.07"
andre,"Carpenter, Electrician, Plumber",229,94329.8108317507,"$94,329.81"
andre,"Carpenter, Electrician, Plumber",230,94964.12215756738,"$94,964.12"
andre,"Carpenter, Electrician, Plumber",231,95601.01774624281,"$95,601.02"
andre,"Carpenter, Electrician, Plumber",232,96240.50812638376,"$96,240.51"
andre,"Carpenter, Electrician, Plumber",233,96882.60386949187,"$96,882.60"
andre,"Carpenter, Electrician, Plumber",234,97527.31559013834,"$97,527.32"
andre,"Carpenter, Electrician, Plumber",235,98174.6539461395,"$98,174.65"
andre,"Carpenter, Electrician, Plumber",236,98824.62963873292,"$98,824.63"
andre,"Carpenter, Electrician, Plumber",237,99477.25341275432,"$99,477.25"
andre,"Carpenter, Electrician, Plumber",238,100132.53605681524,"$100,132.54"
andre,"Carpenter, Electrician, Plumber",239,100790.48840348133,"$100,790.49"
andre,"Carpenter, Electrician, Plumber",240,101451.12132945149,"$101,451.12"
andre,"Carpenter, Electrician, Plumber",241,102114.4457557376,"$102,114.45"
andre,"Carpenter, Electrician, Plumber",242,102780.47264784512,"$102,780.47"
andre,"Carpenter, Electrician, Plumber",243,103449.21301595433,"$103,449.21"
andre,"Carpenter, Electrician, Plumber",244,104120.67791510234,"$104,120.68"
andre,"Carpenter, Electrician, Plumber",245,104794.87844536584,"$104,794.88"
andre,"Carpenter, Electrician, Plumber",246,105471.82575204465,"$105,471.83"
andre,"Carpenter, Electrician, Plumber",247,106151.53102584586,"$106,151.53"
andre,"Carpenter, Electrician, Plumber",248,106834.00550306895,"$106,834.01"
andre,"Carpenter, Electrician, Plumber",249,107519.26046579142,"$107,519.26"
andre,"Carpenter, Electrician, Plumber",250,108207.30724205538,"$108,207.31"
andre,"Carpenter, Electrician, Plumber",251,108898.15720605478,"$108,898.16"
andre,"Carpenter, Electrician, Plumber",252,109591.82177832344,"$109,591.82"
andre,"Carpenter, Electrician, Plumber",253,110288.31242592387,"$110,288.31"
andre,"Carpenter, Electrician, Plumber",254,110987.64066263677,"$110,987.64"
andre,"Carpenter, Electrician, Plumber",255,111689.81804915144,"$111,689.82"
andre,"Carpenter, Electrician, Plumber",256,112394.85619325684,"$112,394.86"
andre,"Carpenter, Electrician, Plumber",257,113102.76675003352,"$113,102.77"
andre,"Carpenter, Electrician, Plumber",258,113813.56142204626,"$113,813.56"
andre,"Carpenter, Electrician, Plumber",259,114527.25195953753,"$114,527.25"
andre,"Carpenter, Electrician, Plumber",260,115243.85016062178,"$115,243.85"
andre,"Carpenter, Electrician, Plumber",261,115963.36787148037,"$115,963.37"
andre,"Carpenter, Electrician, Plumber",262,116685.81698655753,"$116,685.82"
andre,"Carpenter, Electrician, Plumber",263,117411.20944875691,"$117,411.21"
andre,"Carpenter, Electrician, Plumber",264,118139.55724963901,"$118,139.56"
andre,"Carpenter, Electrician, Plumber",265,118870.87242961946,"$118,870.87"
andre,"Carpenter, Electrician, Plumber",266,119605.167078168,"$119,605.17"
andre,"Carpenter, Electrician, Plumber",267,120342.4533340084,"$120,342.45"
andre,"Carpenter, Electrician, Plumber",268,121082.74338531907,"$121,082.74"
andre,"Carpenter, Electrician, Plumber",269,121826.04946993459,"$121,826.05"
andre,"Carpenter, Electrician, Plumber",270,122572.38387554797,"$122,572.38"
andre,"Carpenter, Electrician, Plumber",271,123321.75893991381,"$123,321.76"
andre,"Carpenter, Electrician, Plumber",272,124074.18705105226,"$124,074.19"
andre,"Carpenter, Electrician, Plumber",273,124829.68064745379,"$124,829.68"
andre,"Carpenter, Electrician, Plumber",274,125588.2522182848,"$125,588.25"
andre,"Carpenter, Electrician, Plumber",275,126349.91430359415,"$126,349.91"
andre,"Carpenter, Electrician, Plumber",276,127114.67949452036,"$127,114.68"
andre,"Carpenter, Electrician, Plumber",277,127882.56043349982,"$127,882.56"
andre,"Carpenter, Electrician, Plumber",278,128653.56981447579,"$128,653.57"
andre,"Carpenter, Electrician, Plumber",279,129427.72038310822,"$129,427.72"
andre,"Carpenter, Electrician, Plumber",280,130205.02493698442,"$130,205.02"
andre,"Carpenter, Electrician, Plumber",281,130985.49632583073,"$130,985.50"
andre,"Carpenter, Electrician, Plumber",282,131769.14745172477,"$131,769.15"
andre,"Carpenter, Electrician, Plumber",283,132555.9912693089,"$132,555.99"
andre,"Carpenter, Electrician, Plumber",284,133346.04078600428,"$133,346.04"
andre,"Carpenter, Electrician, Plumber",285,134139.3090622259,"$134,139.31"
andre,"Carpenter, Electrician, Plumber",286,134935.80921159845,"$134,935.81"
andre,"Carpenter, Electrician, Plumber",287,135735.55440117326,"$135,735.55"
andre,"Carpenter, Electrician, Plumber",288,136538.55785164578,"$136,538.56"
andre,"Carpenter, Electrician, Plumber",289,137344.8328375742,"$137,344.83"
andre,"Carpenter, Electrician, Plumber",290,138154.39268759897,"$138,154.39"
andre,"Carpenter, Electrician, Plumber",291,138967.25078466302,"$138,967.25"
andre,"Carpenter, Electrician, Plumber",292,139783.42056623305,"$139,783.42"
andre,"Carpenter, Electrician, Plumber",293,140602.91552452167,"$140,602.92"
andre,"Carpenter, Electrician, Plumber",294,141425.74920671043,"$141,425.75"
andre,"Carpenter, Electrician, Plumber",295,142251.93521517378,"$142,251.94"
andre,"Carpenter, Electrician, Plumber",296,143081.48720770393,"$143,081.49"
andre,"Carpenter, Electrician, Plumber",297,143914.4188977366,"$143,914.42"
andre,"Carpenter, Electrician, Plumber",298,144750.7440545778,"$144,750.74"
andre,"Carpenter, Electrician, Plumber",299,145590.47650363136,"$145,590.48"
andre,"Carpenter, Electrician, Plumber",300,146433.6301266275,"$146,433.63"
andre army,"Carpenter, Electrician, Plumber",1,-29222.37188,"($29,222.37)"
andre army,"Carpenter, Electrician, Plumber",2,-28442.391449540628,"($28,442.39)"
andre army,"Carpenter, Electrician, Plumber",3,-27659.380659606893,"($27,659.38)"
andre army,"Carpenter, Electrician, Plumber",4,-26873.32760722802,"($26,873.33)"
andre army,"Carpenter, Electrician, Plumber",5,-26084.22031529836,"($26,084.22)"
andre army,"Carpenter, Electrician, Plumber",6,-25292.046782397614,"($25,292.05)"
andre army,"Carpenter, Electrician, Plumber",7,-24496.79494261024,"($24,496.79)"
andre army,"Carpenter, Electrician, Plumber",8,-23698.452685344208,"($23,698.45)"
andre army,"Carpenter, Electrician, Plumber",9,-22897.00787514898,"($22,897.01)"
andre army,"Carpenter, Electrician, Plumber",10,-22092.448281532732,"($22,092.45)"
andre army,"Carpenter, Electrician, Plumber",11,-21284.76167877887,"($21,284.76)"
andre army,"Carpenter, Electrician, Plumber",12,-20473.935755761766,"($20,473.94)"
andre army,"Carpenter, Electrician, Plumber",13,-19659.958165761764,"($19,659.96)"
andre army,"Carpenter, Electrician, Plumber",14,-18842.816506279425,"($18,842.82)"
andre army,"Carpenter, Electrician, Plumber",15,-18022.498338849,"($18,022.50)"
andre army,"Carpenter, Electrician, Plumber",16,-17198.991158851182,"($17,198.99)"
andre army,"Carpenter, Electrician, Plumber",17,-16372.282415325042,"($16,372.28)"
andre army,"Carpenter, Electrician, Plumber",18,-15542.359530779258,"($15,542.36)"
andre army,"Carpenter, Electrician, Plumber",19,-14709.209851002513,"($14,709.21)"
andre army,"Carpenter, Electrician, Plumber",20,-13872.820674873183,"($13,872.82)"
andre army,"Carpenter, Electrician, Plumber",21,-13033.179264168191,"($13,033.18)"
andre army,"Carpenter, Electrician, Plumber",22,-12190.272813371128,"($12,190.27)"
andre army,"Carpenter, Electrician, Plumber",23,-11344.088479479571,"($11,344.09)"
andre army,"Carpenter, Electrician, Plumber",24,-10494.613361811611,"($10,494.61)"
andre army,"Carpenter, Electrician, Plumber",25,-9641.834511811612,"($9,641.83)"
andre army,"Carpenter, Electrician, Plumber",26,-8785.738922855155,"($8,785.74)"
andre army,"Carpenter, Electrician, Plumber",27,-7926.313550053212,"($7,926.31)"
andre army,"Carpenter, Electrician, Plumber",28,-7063.545290055496,"($7,063.55)"
andre army,"Carpenter, Electrician, Plumber",29,-6197.42098085305,"($6,197.42)"
andre army,"Carpenter, Electrician, Plumber",30,-5327.927401579978,"($5,327.93)"
andre army,"Carpenter, Electrician, Plumber",31,-4455.051312314397,"($4,455.05)"
andre army,"Carpenter, Electrician, Plumber",32,-3578.7793838785983,"($3,578.78)"
andre army,"Carpenter, Electrician, Plumber",33,-2699.098257638354,"($2,699.10)"
andre army,"Carpenter, Electrician, Plumber",34,-1815.9944953014383,"($1,815.99)"
andre army,"Carpenter, Electrician, Plumber",35,-929.454648715302,($929.45)
andre army,"Carpenter, Electrician, Plumber",36,-39.46517966394822,($39.47)
andre army,"Carpenter, Electrician, Plumber",37,853.9875003360576,$853.99
andre army,"Carpenter, Electrician, Plumber",38,1750.9170202403366,"$1,750.92"
andre army,"Carpenter, Electrician, Plumber",39,2651.3370596823806,"$2,651.34"
andre army,"Carpenter, Electrician, Plumber",40,3555.2613791799777,"$3,555.26"
andre army,"Carpenter, Electrician, Plumber",41,4462.703770342545,"$4,462.70"
andre army,"Carpenter, Electrician, Plumber",42,5373.678076079275,"$5,373.68"
andre army,"Carpenter, Electrician, Plumber",43,6288.198220808139,"$6,288.20"
andre army,"Carpenter, Electrician, Plumber",44,7206.278150665727,"$7,206.28"
andre army,"Carpenter, Electrician, Plumber",45,8127.931903717981,"$8,127.93"
andre army,"Carpenter, Electrician, Plumber",46,9053.173540171741,"$9,053.17"
andre army,"Carpenter, Electrician, Plumber",47,9982.017192587184,"$9,982.02"
andre army,"Carpenter, Electrician, Plumber",48,10914.477046091113,"$10,914.48"
andre army,"Carpenter, Electrician, Plumber",49,11850.567348591114,"$11,850.57"
andre army,"Carpenter, Electrician, Plumber",50,12790.302400990611,"$12,790.30"
andre army,"Carpenter, Electrician, Plumber",51,13733.696547404757,"$13,733.70"
